event_id,model_key,stage,panel,mean_cc,median_cc,mean_abs_shift_s,n_panels
S0167b,EventBest,raw,ST,0.5896749795133065,0.5896749795133065,1.7000000000000002,1
S0167b,EventBest,raw,SZ,0.526607417895144,0.526607417895144,4.8500000000000005,1
S0167b,TAYAK,bp_01_05,PR,0.27379919207174785,0.27379919207174785,4.45,1
S0167b,TAYAK,bp_01_05,PZ,0.30385740705457864,0.30385740705457864,2.2,1
S0167b,TAYAK,bp_01_05,ST,0.09311441800711484,0.09311441800711484,1.8,1
S0167b,TAYAK,bp_01_05,SZ,0.39516616230646623,0.39516616230646623,4.9,1
S0167b,TAYAK,bp_01_08,PR,0.7217871370834547,0.7217871370834547,4.25,1
S0167b,TAYAK,bp_01_08,PZ,0.2531308190556505,0.2531308190556505,4.8500000000000005,1
S0167b,TAYAK,bp_01_08,ST,0.0603155489800736,0.0603155489800736,2.0,1
S0167b,TAYAK,bp_01_08,SZ,0.28198366365889915,0.28198366365889915,0.35000000000000003,1
S0167b,TAYAK,bp_03_09,PR,0.7776107572546832,0.7776107572546832,4.3,1
S0167b,TAYAK,bp_03_09,PZ,0.6562085584554375,0.6562085584554375,4.95,1
S0167b,TAYAK,bp_03_09,ST,0.1610730327683723,0.1610730327683723,3.75,1
S0167b,TAYAK,bp_03_09,SZ,0.3121556305751532,0.3121556305751532,0.35000000000000003,1
S0167b,TAYAK,bp_03_09_pol,PR,0.7759534823794219,0.7759534823794219,5.0,1
S0167b,TAYAK,bp_03_09_pol,PZ,0.7141184572530856,0.7141184572530856,4.95,1
S0167b,TAYAK,bp_03_09_pol,ST,0.06271240881026076,0.06271240881026076,2.0500000000000003,1
S0167b,TAYAK,bp_03_09_pol,SZ,0.26721716262968953,0.26721716262968953,3.35,1
S0167b,TAYAK,raw,PR,0.6326078044515719,0.6326078044515719,5.0,1
S0167b,TAYAK,raw,PZ,0.407834040313132,0.407834040313132,5.0,1
S0167b,TAYAK,raw,ST,0.06726397238347513,0.06726397238347513,3.6,1
S0167b,TAYAK,raw,SZ,0.3327028302955824,0.3327028302955824,0.35000000000000003,1
S0167b,X,bp_01_05,PR,0.5904311000067644,0.5904311000067644,3.0500000000000003,1
S0167b,X,bp_01_05,PZ,0.24317157506892859,0.24317157506892859,1.7000000000000002,1
S0167b,X,bp_01_05,ST,0.14370043335669344,0.14370043335669344,4.05,1
S0167b,X,bp_01_05,SZ,0.4892659759682063,0.4892659759682063,0.9500000000000001,1
S0167b,X,bp_01_08,PR,0.6518487383592562,0.6518487383592562,2.95,1
S0167b,X,bp_01_08,PZ,0.23607000425817887,0.23607000425817887,2.45,1
